date;executor;region;equipment;node;notes_on_the_operation_of_the_equipment;measures_taken;comments
01.01.2015;Золотарева Н.;Резиносмешение;CHEMICAL;Station/ Станция;Не происходит набор химикатов на станции 18, так же есть значек мин.уровня;Засыпали химикаты, повторили дозирование - результата нет. Отметили емкость браком, линия заработала;
01.01.2015;Котлярский С.;Резиносмешение;CHEMICAL;Station/ Станция;Линия не запускается. Аварийное сообщение SERVER NOT AVAILABLE.;Перегрузил PIVORSAS. Результата нет ( пароль оператора не вводится, в поле вопросики). Перезагрузил компьютер PIVORVO2, все работает.;
01.01.2015;Золотарева Н.;Резиносмешение;CHEMICAL;Computer;Линия работает, но при запросе печати появляется ошибка  связи с сервером;Перезагрузила компьютер PIVORVO2,приэтом на пульте загрузки сажи экран монитора стал белым, ошибка сервера осталась. Перегрузила  PIVORSAS, ошибка сервера пропала, но экран на саже белый. Перегрузила PIVORSAM. Все работает.;
01.01.2015;Котлярский С.;Резиносмешение;CHEMICAL;Station/ Станция;"На экране  у последней станции  на весах появляется значек с ""!"" знаком (предположительно не идентифицируется ведро)";На датчике Peperl+Fushs (зеленая коробочка для идентификации) при определении ведра светодиод не  моргает. Перетерся кабель от датчика. Востановили, работает.;
01.01.2015;Котлярский С.;Резиносмешение;CHEMICAL;Computer;На компьютере PIVORV02 сообщение SERVER NOT AVAILABLE. На компьютере PIVORSAM вместо имени оператора абракадабра.;Перезагрузка PIVORSAS и PIVORSAM;
01.01.2015;Котлярский С.;Резиносмешение;CHEMICAL;Conveyor/ Конвейер;Сбой при движении ведер по конвейеру. Ведро останавливается не лоезжая до конвейера 3. Ведро, находящееся на конвейере 3 не доезжает до конца. На экране позиции ведер в середине и конце конвейера 3 мигают красным.;Сбился отражатель оптического датчика наличия ведра при подходе к конвейеру 3.  После регулировки датчика линия работает.;Конвейер 3 расположен вдоль(рядом) шкафов электрооборудования.
01.01.2015;;Резиносмешение;CHEMICAL;Station/ Станция;На 20-й станции не происходит навешивание химиката. Ошибок нет , ведро поднято для взвешивания, в окне на станцию пульсирующее сообщение( в 3-ей строке) - Dosing  parameters not found   ;Не определены параметры на набор веса .Вызвали технолога (Муромцева Дениса) , он под своим паролем задал параметры. Станция работает;
01.01.2015;Золотарева Н.;Резиносмешение;CHEMICAL;Aspiration/ Аспирация;"Не запускается линия , не включается ""вспомогательные""(аспирация). На большом мониторе сообщение-контроль вспомогательных частей нет разрешения.";На установке фильтрации, мешок для сбора отходов был втянут во внутрь установки и вероятно сработал датчик 511.5В6 входной сигнал Е167.0-Hopper high level probe. Поправили мешок , включилась аспирация в автоматическом режиме и появилась готовность линии.;
01.01.2015;Котлярский С.;Резиносмешение;CHEMICAL;Conveyor/ Конвейер;После отсутствия питающего напряжения на Контроллер и  PC Pivor 02 (202.2A4), и его востановлении не определяется ведро на станции 3. ; Некорректно востановилась связь блока управления Pepperl+Fuchs  (310.2А4) со считывающими головка  После перезагрузки компьютера Pivor 02 связь была востановлена. ;После отключения питания необходимо сбросить аварию кнопкой на шкафу 98+01
01.01.2015;Золотарева Н.;Резиносмешение;CHEMICAL;Aspiration/ Аспирация;Не включается в автоматическом  режиме;Датчик 511.5В6(находится внизу над мешком) был прижат мешком  и не вращался. Поправили , работает.;
01.01.2015;Юдаков А.;Резиносмешение;CHEMICAL;PLC;На экране не отображаются реальные значения, на месте значений отображаются вопросительные знаки, оборудование выделено цветом;Пропала связь контроллера с сервером Pivor SAS. Поменяли сетевой вход контроллера с первого на второй.(первый не пингуется даже напрямую к ноутбуку);Питание контроллера и ПК на резвеске химии осуществляется от ТП44 (внизу рядом с щитовой) фидер 16.  ЦРП 12  телефон 3812
01.01.2015;Котлярский С.;Резиносмешение;CHEMICAL;Computer;На компьютере невозможно отключить добавление ведра в меню ОТДЕЛЕНИЕ;На пульте оператора переключатель БЛОКА НАГРУЗА(Блокировка) был повернут вправо. Должен стоять в положении ВЛЕВО.;"
"
01.01.2015;Юдаков А.;Резиносмешение;CHEMICAL;Station/ Станция;Некорректное отображение позиций заслонки на станциях 1,2,3 и 4;"Станцию 3 и 4 привели в соответствие с 1 и 2 - в окне"" сылка HW"" к заслонке поставили байпас на открытие";
01.01.2015;Золотарева Н.;Резиносмешение;CHEMICAL;;Нет освещения у пульта оператора;Был ваключен УЗО(автомат) в щитке возле ТП-44 (помещение с фидерами) ;
01.01.2015;Юдаков А.;Резиносмешение;CHEMICAL;Station/ Станция;Были заменены датчики открытого положения заслонки (screw catchgate) на 1-4 станции.(проблему см. 03.04.15);Изменилась схема подключения датчиков, а сами датчики стали нормально-открытыми. Новые схемы в том же месте. Документ 002335-HDS-098_rev04_NEW.pdf Также был убран байпас на открытие заслонок этих станций.;
01.01.2015;Юдаков А.;Резиносмешение;CHEMICAL;Conveyor/ Конвейер;Не работает паяльник ;"Поправили датчик на цилиндре ""челюстей"". Для запуска паяльника оба нижних датчика должны быть активны. ";
01.01.2015;Юдаков А.;Резиносмешение;CHEMICAL;PLC;"7 станция подвечена красным в магме. Ошибка ""работа весов закончена с ошибкой"". ";Проверили тензодатчик(сигналы на выходе и входах модуля SIWAREX), меняли местами клемы на модуле с соседней станцией. Перезапускали линию. Результатов нет. Проблему решили после помощи Telco и калибровки всесов. ;
01.01.2015;Золотарева Н.;Резиносмешение;CHEMICAL;PLC;" На большом экране установелнном рядом с местом оператора горит одно и тоже сообщение: ""08 - ожидание команды. Проверка компьютера или данных на печать"".  Не передается рецепт в контроллер(задание не окрашивается в зеленый цвет ), аварийных сообщений нет . Линия не работает в автомате.";Перезагрузка компьютеров PIVORVO2, PIVORSAM, PIVORSAS результата не дала.  Писали в Telco.( Vat-таблица 80 проверяли 2 бита , должны быть 0);Проверяли , предположительно, DB2362.DBB4 и DB2362.DBB5 в  Vat 80
01.01.2015;Юдаков А.;Резиносмешение;CHEMICAL;; На большом экране установелнном рядом с местом оператора горит одно и тоже сообщение команды 05. Процес не идет в автоматическом режиме;Остановили линию. Удалилии и заново добавили ведро с присвоением ему номера. Запустили линию сбросили ошибки. ;При этом переодически требуется подтвержать дейсствия большой кнопкой на пульте оператора и сбрасывать аварии. 
14.04.2017;Котлярский С.;Резиносмешение;CHEMICAL;Conveyor/ Конвейер;Замена цилиндра 312.8В3 на цилиндр другого типа. При возврате штока цилиндра назад, шток пересекает датчик e 156.5 и нарушает работу авт. цикла  ;Внесены изменения в блок FB 2075 NW 6. Добавлена метка М 6401.0 и таймер Т 257 (3s).  Вместо входа E156.5 при вызове блока в этой цепи использована метка M6401.0;Cо стороны TELCO увеличено время ожидания ведра на след. позиции.
27.06.2017;Котлярский С.;Резиносмешение;CHEMICAL;PLC;" На большом экране установелнном рядом с местом оператора горит одно и тоже сообщение: ""08 - ожидание команды. Проверка компьютера или данных на печать"".   Линия не работает в автомате.";Перезагрузка компьютеров, выключение/включение результата не дало. Загрузка DB из ранее сохраненных. При  загрузке всех DB сразу у каэдого бункера внизу появился треугольник с восклиц. Знаком).Начал загружать примерно по 20-30 блоков и следить за сообщением на большом мониторе. Загружал по возрастанию.Последние 20-30 закончились на  DB2409. После этого картинка на большом мониторе сменилась и линия ожила. Пришлось заново удалять ведра с линии и калибровать несколько станций.  ;В такой ситуации лучше обращаться в TELCO. Дело было ночью и TELCO в этот раз не ответили.
06.02.2018;Котлярский С.;Резиносмешение;CHEMICAL;Conveyor/ Конвейер;Новый толкатель на 3-м конвейере иногда ломает ведра, если ведро немного не доходит до конечной позиции. При этом датчик 312.8B3 срабатывает.;Добавили дополнительный датчик 312.8B2. В условие включения таймера T257 (FB 2075? NW 6 добавили этот датчик (E156.0);
15.03.2018;Котлярский С.;Резиносмешение;CHEMICAL;Computer;Ошибки жесткого диска на порте 0 (Crystal Disk Info).;Замена жесткого диска.;
04.03.2019;Головин А.;Резиносмешение;CHEMICAL;PLC;" На большом экране установелнном рядом с местом оператора горит одно и тоже сообщение: ""08 - ожидание команды. Проверка компьютера или данных на печать"".  Не передается рецепт в контроллер(задание не окрашивается в зеленый цвет ), аварийных сообщений нет . Линия не работает в автомате.";Перезагрузка компьютеров PIVORVO2, PIVORSAM, PIVORSAS результата не дала.  Проверяли ,   DB2362.DBB4 и DB2362.DBB5. Они должны быть 0. В DB2362.DBB5 была 1. Через таблицу VAT сбросили в 0. Все заработало.;
18.06.2019;Головин А.;Резиносмешение;CHEMICAL;Station/ Станция;Нет питания в шкафу +96 - +98. Шкаф не используется потому что запаивание пакетов производить ручным запаивателем. Но от этого шкафа запитана розетка для ручного запаивателя. ;Как выяснолось не сработал датчик 321.2S5. Это датчик верхного  положения на правом  цилиндре. Из-за него не подавался сигнал Q154.0 с выхода контроллера на автомат 321.1Q3 для его включения.;
17.03.2021;Юдаков А.;Резиносмешение;CHEMICAL;Mini PC;Сообщение 23 - база дозирования не готова на экране miniPC. Не сбрасывается.;"Перезагрузка ПК, перезагрузка mini PC. Проверка каждого RFid. Поиск DB  в проекте связанном с данными miniPC. Обращение в Telco. После нескольких процедур восстановления результата нет. 
После проверки со стороны Telco были сброшены все ведра и рецепты вручную. После очередного запуска выяснилось, что наименование материала (RO1007AKO) бункера №13 не соответствовало запрошенному(RO1007AK0) (отличие в 1 символ), в результате чего машина не понимала какой материал использует и выдавала данное сообщение 23. То есть сообщение 23 возникает при несоответствии названия материала в бункере и заданного в рецепте.";
29.01.2018;Котлярский С.;Резиносмешение;MANUAL CHEMICAL;Станции измерительные;При опускании вниз диспенсер доходит до срабатывания цилиндра магнита, полностью не опускается.;1. Снять рецепт                                                                      2. Фаза ABORT(понажимать ПОДТВЕРДИТЬ, УДАЛИТЬ, ВЕСЫ ВОССТАНОВЛЕНИЕ пока не сбросятся все фазы).                                                            3. Поднимаем в автомате диспенсер вверх.                 4. Опускаем диспенсер вниз до момента, когда магнит должен отпустить болт.                                         5. Переводим в ручной режим,отключаем магнит и отводим болт.                                                                      6. В ручном режиме кнопками продолжаем опускать.;
01.01.2015;;Ошиповка;ATEC-100;;При переходе шиповальной головы с одной стороны шины на другую не происходит переключения видеоизображения на мониторе с одной камеры на другую. ;Сняли процеесор Omron, проверили контакты. Все заработало.;
23.11.2013;Копылов А.;Заключительные операции (УЗО);Acrodyne;Маркировка;"Ошибка ""Маркер 2 - закончилась краска"". Испытательный стенд не работает. При этом по факту краска в чернильнице есть.";"Система настроена таким образом, что при срабатывании маркера 6000 раз, она считает, что в его чернильнице заканчивается краска, не контролируя при этом фактический уровень краски. Для устранения проблемы нужно сбросить счетчик срабатываний на ноль: на панели Siemens в выплывающих меню выбрать ""Распределитель краски"" и ""Данные"" -> OK -> сбросить все счетчики на ноль.";
01.01.2015;Козинский В.;Заключительные операции (УЗО);Acrodyne;Станция намыливания;ошибка вход шины с хэндлера;толкатель наизмерительном стенде перекрывает датчик наличия покрышки при выходе после промазки, регулировка положения толкателя;
01.01.2015;Ярославцев С.;Заключительные операции (УЗО);Acrodyne;Computer;Состоянии аварийной остановки, невозможно вывести машину в исходное состояние при активированной не рабочей системе TGIS;"Один из способов. Для вывода машины в исходное необходимо при загрузке HMI нажимать кнопку ""Исходное"" на пульте оператора. Машина за время загрузки программы по чуть будет выходить в исходное состояние. Таких перезагрузок мне понадобилось около 10. Всё зависит от состояния останова. После выхода в исходное состояние деактивировать TGIS в настройках машины.";
23.11.2013;Копылов А.;Заключительные операции (УЗО);Acrodyne;Маркировка;"Ошибка ""Маркер 2 - закончилась краска"". Испытательный стенд не работает. При этом по факту краска в чернильнице есть.";"Система настроена таким образом, что при срабатывании маркера 6000 раз, она считает, что в его чернильнице заканчивается краска, не контролируя при этом фактический уровень краски. Для устранения проблемы нужно сбросить счетчик срабатываний на ноль: на панели Siemens в выплывающих меню выбрать ""Распределитель краски"" и ""Данные"" -> OK -> сбросить все счетчики на ноль.";
01.01.2015;Козинский В.;Заключительные операции (УЗО);Acrodyne;Станция намыливания;ошибка вход шины с хэндлера;толкатель наизмерительном стенде перекрывает датчик наличия покрышки при выходе после промазки, регулировка положения толкателя;
01.01.2015;Ярославцев С.;Заключительные операции (УЗО);Acrodyne;Computer;Состоянии аварийной остановки, невозможно вывести машину в исходное состояние при активированной не рабочей системе TGIS;"Один из способов. Для вывода машины в исходное необходимо при загрузке HMI нажимать кнопку ""Исходное"" на пульте оператора. Машина за время загрузки программы по чуть будет выходить в исходное состояние. Таких перезагрузок мне понадобилось около 10. Всё зависит от состояния останова. После выхода в исходное состояние деактивировать TGIS в настройках машины.";
23.11.2013;Копылов А.;Заключительные операции (УЗО);Acrodyne;Маркировка;"Ошибка ""Маркер 2 - закончилась краска"". Испытательный стенд не работает. При этом по факту краска в чернильнице есть.";"Система настроена таким образом, что при срабатывании маркера 6000 раз, она считает, что в его чернильнице заканчивается краска, не контролируя при этом фактический уровень краски. Для устранения проблемы нужно сбросить счетчик срабатываний на ноль: на панели Siemens в выплывающих меню выбрать ""Распределитель краски"" и ""Данные"" -> OK -> сбросить все счетчики на ноль.";
01.01.2015;Козинский В.;Заключительные операции (УЗО);Acrodyne;Станция намыливания;ошибка вход шины с хэндлера;толкатель наизмерительном стенде перекрывает датчик наличия покрышки при выходе после промазки, регулировка положения толкателя;
01.01.2015;Ярославцев С.;Заключительные операции (УЗО);Acrodyne;Computer;Состоянии аварийной остановки, невозможно вывести машину в исходное состояние при активированной не рабочей системе TGIS;"Один из способов. Для вывода машины в исходное необходимо при загрузке HMI нажимать кнопку ""Исходное"" на пульте оператора. Машина за время загрузки программы по чуть будет выходить в исходное состояние. Таких перезагрузок мне понадобилось около 10. Всё зависит от состояния останова. После выхода в исходное состояние деактивировать TGIS в настройках машины.";
23.11.2013;Копылов А.;Заключительные операции (УЗО);Acrodyne;Маркировка;"Ошибка ""Маркер 2 - закончилась краска"". Испытательный стенд не работает. При этом по факту краска в чернильнице есть.";"Система настроена таким образом, что при срабатывании маркера 6000 раз, она считает, что в его чернильнице заканчивается краска, не контролируя при этом фактический уровень краски. Для устранения проблемы нужно сбросить счетчик срабатываний на ноль: на панели Siemens в выплывающих меню выбрать ""Распределитель краски"" и ""Данные"" -> OK -> сбросить все счетчики на ноль.";
01.01.2015;Козинский В.;Заключительные операции (УЗО);Acrodyne;Станция намыливания;ошибка вход шины с хэндлера;толкатель наизмерительном стенде перекрывает датчик наличия покрышки при выходе после промазки, регулировка положения толкателя;
01.01.2015;Ярославцев С.;Заключительные операции (УЗО);Acrodyne;Computer;Состоянии аварийной остановки, невозможно вывести машину в исходное состояние при активированной не рабочей системе TGIS;"Один из способов. Для вывода машины в исходное необходимо при загрузке HMI нажимать кнопку ""Исходное"" на пульте оператора. Машина за время загрузки программы по чуть будет выходить в исходное состояние. Таких перезагрузок мне понадобилось около 10. Всё зависит от состояния останова. После выхода в исходное состояние деактивировать TGIS в настройках машины.";
23.11.2013;Копылов А.;Заключительные операции (УЗО);Acrodyne;Маркировка;"Ошибка ""Маркер 2 - закончилась краска"". Испытательный стенд не работает. При этом по факту краска в чернильнице есть.";"Система настроена таким образом, что при срабатывании маркера 6000 раз, она считает, что в его чернильнице заканчивается краска, не контролируя при этом фактический уровень краски. Для устранения проблемы нужно сбросить счетчик срабатываний на ноль: на панели Siemens в выплывающих меню выбрать ""Распределитель краски"" и ""Данные"" -> OK -> сбросить все счетчики на ноль.";
01.01.2015;Козинский В.;Заключительные операции (УЗО);Acrodyne;Станция намыливания;ошибка вход шины с хэндлера;толкатель наизмерительном стенде перекрывает датчик наличия покрышки при выходе после промазки, регулировка положения толкателя;
01.01.2015;Ярославцев С.;Заключительные операции (УЗО);Acrodyne;Computer;Состоянии аварийной остановки, невозможно вывести машину в исходное состояние при активированной не рабочей системе TGIS;"Один из способов. Для вывода машины в исходное необходимо при загрузке HMI нажимать кнопку ""Исходное"" на пульте оператора. Машина за время загрузки программы по чуть будет выходить в исходное состояние. Таких перезагрузок мне понадобилось около 10. Всё зависит от состояния останова. После выхода в исходное состояние деактивировать TGIS в настройках машины.";
23.11.2013;Копылов А.;Заключительные операции (УЗО);Acrodyne;Маркировка;"Ошибка ""Маркер 2 - закончилась краска"". Испытательный стенд не работает. При этом по факту краска в чернильнице есть.";"Система настроена таким образом, что при срабатывании маркера 6000 раз, она считает, что в его чернильнице заканчивается краска, не контролируя при этом фактический уровень краски. Для устранения проблемы нужно сбросить счетчик срабатываний на ноль: на панели Siemens в выплывающих меню выбрать ""Распределитель краски"" и ""Данные"" -> OK -> сбросить все счетчики на ноль.";
01.01.2015;Козинский В.;Заключительные операции (УЗО);Acrodyne;Станция намыливания;ошибка вход шины с хэндлера;толкатель наизмерительном стенде перекрывает датчик наличия покрышки при выходе после промазки, регулировка положения толкателя;
01.01.2015;Ярославцев С.;Заключительные операции (УЗО);Acrodyne;Computer;Состоянии аварийной остановки, невозможно вывести машину в исходное состояние при активированной не рабочей системе TGIS;"Один из способов. Для вывода машины в исходное необходимо при загрузке HMI нажимать кнопку ""Исходное"" на пульте оператора. Машина за время загрузки программы по чуть будет выходить в исходное состояние. Таких перезагрузок мне понадобилось около 10. Всё зависит от состояния останова. После выхода в исходное состояние деактивировать TGIS в настройках машины.";
17.07.2014;Головин А.;Сборка 1;APEX №1;Перекладчик разделительных полотен не может поднять полотно потому что раньше времени выключется вакуум.;Причина выявленная 17/07/2014 заключается в том что датчик SICK на наличие полотна был инвертирован. Это произошло в следствии того что датчик закреплен на хомутах и от вибрации переключатель режимов работы срабатывал случайным образом.;;
14.11.2014;Головин А.;Сборка 1;APEX №1;При выводе в исходное машины. Перекладчик полотен должен уехать от шаблона в другое крайнее положение к полотнам. Но иногда он начинает при этом движение вниз, что приводит к тому что перекладчик сталкивается с рычагом сьема или ограничителями которые удерживаю полотна.;Причина в том что машина запоминает шаг который не сбрасывается при выводе в исходное. Это ошибка программы. Необходимо через таблицу VAT сбрость слово DB150.DBW12 в 0.;;
01.01.2015;Козинский В.;Сборка 1;РТК VMI;не работает в автомате;"на приводе 230U1-ош, надо его перезапустить; отключить питание 230Q1, 24В отключить на клемнике самого привода (синий провод-нижний правый), восстановить питание в обратном порядке.";;
01.01.2015;Копылов А.;Сборка 1;РТК VMI;"Нож часто останавливается во время реза по ошибке 2715 ""Рез не сделан"" (Cut not made). Ошибка неактуальна, уходит в ""Хронологию"".";"Эта ситуация возникает, если пропадает контакт между ножом и заземленной планкой, даже на доли секунды. При этом рез может получиться качественным. Чтобы избежать ложных остановок ножа при ""промаргивании"" датчика реза, в программу ввели два таймера T300 ""timer_new"" в блок FC44, ветки NW7 и NW26. Время таймеров выставили 500 мс, в дальнейшем возможно потребуется корректировка. Теперь ошибка возникает только при пропадании контакта на время большее, чем 0,5 с.";;
14.11.2014;Головин А.;Сборка 1;РТК VMI;Машина не выходит в исходное. При этом нижняя планка (которая при стыковке материала поднимается) стыковочного узла все время поднята. Хотя по идее при выводе в исходное она должна  уйти вниз. ;Это возникает из-за того что машина запоминает шаг который не сбрасывает при выводе в исходное. Необходимо сбросить шаг в слове DB54.DBW16 в 0 ;;
01.01.2015;Головин А.;Сборка 1;РТК VMI;"Ошибка 3212 ""FEEDING: LMCODRIVE OVERLOAD""";Не срабатывает датчик 320B7 или 320B8. Это датчики на цилиндре который двигает планку из горизонтального положение в вертикальное в стыковочном узле.;;
01.01.2015;Котлярский С.;Резиносмешение;Comerio;Закатка;Не запускается закатка № 2.; Открутился разъем от датчика 473B2 (Wind up Max Diameter).;В блоке FC108/NW4 не было I200.1/473B2 
01.01.2015;Золотарева Н.;Резиносмешение;Comerio;Шпулярник;Востановление системы визуализации влажности и температуры.; Установить ПО (OPM_v1.2_4).   Установить драйвер AC4_v4. При запуске Oven Project Manager, должен появиться виртуальный порт  Сom 3 в главном окне программы. Добавить прибор ТРМ 202, выставить:  скорость 19200, базовый адрес 1-(вывод температуры), Добавить прибор ТРМ 202, выставить:  скорость 19200, базовый адрес 3-( вывод влажности).;
27.01.2014;Котлярский С.;Резиносмешение;Comerio;Erhardt+Leimer;Правая закатка по ходу линии. Маленький диапазон перемещения станины при центровке материала.;Проверка параметров центровки и диапазона перемещения станины в устойстве E&L. Диапазон перемещения в отрицательную и положительную стороны был ± 97. При максимальном перемещении в отрицательную сторону планка, закрепленная на станине, уходит с конечника центрального положения и происходит сбой положения. Значение параметра в отрицательную сторону уменьшено до - 90.;См. инструкцию по центровке в папке документации на Comerio. 
01.01.2015;Золотарева Н.;Резиносмешение;Comerio;Линия;Не запускается каландр, нет готовности безопасности. ;На PILZе, на первом выходном модуле горит красный светодиод. Заменили шинные разъемы (от процессора к модулю и следующий  от модуля к модулю) Ошибка пропала. Линия запустилась. ;
08.10.2014;Котлярский С.;Резиносмешение;Comerio;Толщиномер;При выполнении процедуры стандартизации, при пуске сканеров в работу головы сканеров SWAN 1 и SWAN 2 движутся к валку очень медленно. Через некоторое время появляется ошибка LOCKED SENSOR. ;"При выполнении процедуры стандартизации, при пуске сканеров в работу головы сканеров SWAN 1 и SWAN 2 движутся к валку очень медленно. Через некоторое время появляется ошибка LOCKED SENSOR. Назад головы движутся быстро, что говорит об исправности двигателей и плат управления.
Головы сканеров приводятся в движение шаговыми двигателями. Управление на двигатели  поступает от плат CS1082, которые расположены в шкафу =66,=76 (платы внизу шкафа).  Сигнал на платы CS1082 идет по цепи ETN51 - 13U1(=32.13) - 10U3 (выход P) - CS1082 (контакт 9). 
Проблема вызвана низким общим давлением воздуха идущим с регулятора, который расположен в шкафу =87. Давление было 3bar. Выставили давление 6 bar. Нижний сканер после этого работает нормально. Верхний сканер: голова подходит быстро, но после этого отходит шагами медленно назад, пока не возвращается в исходное. После этого  появляется ошибка LOCKED SENSOR. Регулировка давления внутри сканера ничего не дает (при вращении ручки регулятора изменение давления можно видеть по  показаниям пневмосенсора). Убавили давление до 5 bar. Верхний сканер начал работать, но на нижнем сканере голова  опять поднимается медленно. Установили внутри сканера давление на максимум. После этого оба сканера заработали.   
";
;;Резиносмешение;Comerio;;;;
15.10.2014;Котлярский С.;Резиносмешение;Comerio;Moog;Проверка модуля MOOG L129-034-A007 L173, полученного из ремонта от Comerio;Модуль установлен и настроены параметры. Поменяли с  модулем L129-034-A007-L141. Этот модуль убрали в ЗИП. Модуль исправный.;
23.10.2014;Котлярский С.;Резиносмешение;Comerio;Линия;Для шлифовки валков необходимо увеличить скорость каландра без пуска всей линии с 5м/c  до 50м/с;Необходимо изменить значение в DB25DBW80 c 50  на 500;
25.05.2015;Котлярский С.;Резиносмешение;Comerio;Толщиномер;Верхний сканер SWAN 1: После начала калибровки сканер подъезжает к площадке калибровки, голова быстро подходит к валку, потом очень медленно возвращается назад до  исходного полож. Через некоторое время появл. ошибка Locked Sensor. Так происходит, если зазор №2  1мм - 1.1 мм. Если 1.2мм -1.5мм, то все нормально  ;Сенсор LVDT подвинули примерно на 1 мм. в сторону от валка. Сканер работает нормально.;
01.06.2015;Котлярский С.;Резиносмешение;Comerio;Computer;Компьютер SUPERVISOR 2(Siemens) не загружается. ;Компьютер неисправен. Заменили на ROBO. Образ развернули со старого.Поменяли HDD на 500Гб. ;Образ развернули без драйверов. После этого пришлось выполнить активацию Windows ( с помощью IT департамента). После запуска  нет связи WINCC с PLC. На всех полях  нули. В WINCC поменяли интерфейс связи: на закладке  MPI правая кнопка System Parameter выбрали вместо СP5611 CP5611(BOARD 2). Примечание: Рецепты сохраняются D:\Recipe.csv. Файл надо скопировать на диск D компьютера, где необходимо восстановить рецепты. После этого выполнить в WINCC загрузку рецептов с диска в меню Управление рецептами.
11.12.2015;Котлярский С.;Резиносмешение;Comerio;Moog;Перекос валков Зазор 2. При этом сведение/разведение валков невозможно. На экране ошибка Тяжелый материал или Валки не паралельны (если перекос слишком большой).;Снять/подать питание на контроллер MOOG сзади пульта (открутить разъем). Это в случае ошибки тяжелый материал. Если ошибка валки не паралл. необходимо:            1. Снять на время фишку с клапана 347Y5 (внизу под 2-ым балоном с азотом), чтобы разблокировать движение валков. В программе в блоке FС152 в ветке NW27 заблокировать сброс Q21.1 (насос зазора 2). Для этого,например, вставить в ветку опрос M23.1-| |- . Загрузить блок в PLC. После этого в ветке NW26 включить принудительно Q21.1(Modify to 1). После этого валки постепенно должны выравняться. Можно несколько раз вкл/выкл гидравлику на пульте. Как только валки выровняются , одеть фишку на место.Вернуть программу на место. Выйти из блока без сохранения и загрузить.;
